"go_boost","go","wp","posteam","pass","rush","play_type","epa","two_point_conv_result","down","ydstogo"
-1.75438895437038,0,0.772765696048737,"BUF",0,0,"field_goal",0.234375861556447,NA,4,6
NA,100,0.207818746566772,"NYJ",1,0,"pass",-0.81025970261544,NA,2,10
NA,100,0.264027386903763,"NYJ",1,0,"pass",1.24686340393964,NA,2,3
NA,100,0.339625298976898,"NYJ",0,1,"run",-0.811602854868397,NA,2,1
NA,100,0.296182066202164,"NYJ",0,1,"run",-1.4066436723806,NA,2,9
-1.61226880133535,0,0.219991743564606,"NYJ",0,0,"field_goal",0.987447752984404,NA,4,13
NA,100,0.741575300693512,"BUF",1,0,"pass",1.87364558596164,NA,2,11
NA,100,0.823983132839203,"BUF",0,1,"run",-0.084977145306766,NA,2,1
NA,100,0.808729946613312,"BUF",1,0,"pass",1.0145426557865,NA,2,7
NA,100,0.793918132781982,"BUF",1,0,"pass",-3.13467963715084,NA,2,13
NA,100,0.244582712650299,"NYJ",1,0,"pass",-0.88891289010644,NA,2,12
0.347133786391712,0,0.212928295135498,"NYJ",0,0,"punt",0.243292623665184,NA,4,6
NA,100,0.78119021654129,"BUF",1,0,"pass",-0.728686368558556,NA,2,6
-0.29850712185302,0,0.732466459274292,"BUF",0,0,"punt",0.348918960429728,NA,4,2
NA,100,0.207134023308754,"NYJ",0,1,"run",0.19133078912273,NA,2,10
1.20941630200686,0,0.15704520046711,"NYJ",0,0,"punt",0.681772530078888,NA,4,4
NA,100,0.813078939914703,"BUF",0,1,"run",0.539237376768142,NA,2,4
NA,100,0.811762154102325,"BUF",1,0,"pass",-0.105443089269102,NA,2,12
NA,100,0.883352160453796,"BUF",0,1,"run",-0.368898779619485,NA,2,4
NA,100,0.209188103675842,"NYJ",0,1,"run",-0.824640782317147,NA,2,5
NA,100,0.331418395042419,"NYJ",0,1,"run",-0.41140589339193,NA,2,6
NA,100,0.416397899389267,"NYJ",1,0,"pass",1.35827480463195,NA,2,3
NA,100,0.702766001224518,"NYJ",0,1,"run",0.0368322383146733,NA,2,4
-0.381218493711521,100,0.640263795852661,"NYJ",0,1,"run",1.61558709107339,NA,4,1
NA,100,0.764834761619568,"NYJ",0,1,"run",-0.424183874041773,NA,2,13
-10.5808558933198,0,0.714409828186035,"NYJ",0,0,"field_goal",0.162807581916917,NA,4,6
NA,100,0.276863068342209,"BUF",1,0,"pass",0.430369861947838,NA,2,3
NA,100,0.356092125177383,"BUF",1,0,"pass",0.327793526113965,NA,2,5
NA,100,0.297736316919327,"BUF",1,0,"pass",-0.385260675684549,NA,2,10
NA,0,0.212249368429184,"BUF",0,0,"field_goal",1.05752729069305,NA,4,10
NA,100,0.391567353042774,"BUF",0,1,"run",-0.646993195172399,NA,2,15
NA,0,0.25525524711702,"BUF",0,0,"punt",-5.43501366418786,NA,4,12
NA,100,0.520599246025085,"ATL",0,1,"run",0.272638776805252,NA,2,16
-6.17532171869944,0,0.454311221837997,"ATL",0,0,"punt",0.0299014349002391,NA,4,16
NA,100,0.519607484340668,"CAR",1,0,"pass",1.11209476529621,NA,2,6
NA,100,0.598345041275024,"CAR",0,1,"run",0.0502347158035263,NA,2,1
NA,100,0.579460501670837,"CAR",1,0,"pass",-0.6056927528698,NA,2,13
NA,100,0.613970041275024,"CAR",0,1,"run",0.0827318243100308,NA,2,5
3.10142343168374,100,0.583695888519287,"CAR",0,1,"run",-4.53615581488702,NA,4,1
NA,100,0.572214484214783,"ATL",1,0,"pass",-1.1019275970757,NA,2,6
-2.96961013145906,0,0.489755809307098,"ATL",0,0,"punt",0.120823005214334,NA,4,15
NA,100,0.433416545391083,"CAR",1,0,"pass",-3.79183416254818,NA,2,16
NA,100,0.638582646846771,"ATL",0,1,"run",-0.113750377786346,NA,2,9
NA,100,0.278696894645691,"CAR",1,0,"pass",-0.793558374047279,NA,2,10
0.0945327857442529,0,0.258692860603333,"CAR",0,0,"punt",0.270136490464211,NA,4,3
NA,100,0.717802762985229,"ATL",1,0,"pass",-0.739288460928947,NA,2,10
2.17718170026637,0,0.709449350833893,"ATL",0,0,"punt",-0.470025073736906,NA,4,1
NA,100,0.264403104782104,"CAR",0,1,"run",0.142346909735352,NA,2,7
NA,100,0.286968290805817,"CAR",1,0,"pass",1.15749297221191,NA,2,8
NA,100,0.311336040496826,"CAR",1,0,"pass",-0.222550736507401,NA,2,11
NA,100,0.381366580724716,"CAR",1,0,"pass",1.61560602177633,NA,2,4
NA,0,0.55133455991745,"ATL",0,0,"no_play",-0.147522058337927,NA,2,8
NA,100,0.525604605674744,"ATL",1,0,"no_play",-0.834225157508627,NA,2,13
NA,100,0.511289894580841,"ATL",1,0,"pass",0.349440222373232,NA,2,23
-6.23818686242598,0,0.45064389705658,"ATL",0,0,"punt",0.267522678244859,NA,4,15
NA,100,0.470059275627136,"CAR",1,0,"pass",-0.180043221451342,NA,2,10
-3.65354484309026,0,0.418219029903412,"CAR",0,0,"punt",-0.150668704067357,NA,4,10
NA,100,0.53112918138504,"ATL",0,1,"run",-0.31395172025077,NA,2,10
NA,100,0.447776645421982,"CAR",0,1,"run",1.2919662380591,NA,2,8
NA,100,0.481207102537155,"CAR",0,1,"run",1.17727973335423,NA,2,7
NA,100,0.558028697967529,"CAR",1,0,"pass",-0.706551485927776,NA,2,10
-0.429736862895114,0,0.516761600971222,"CAR",0,0,"field_goal",0.777046320469018,NA,4,2
NA,100,0.421162128448486,"ATL",1,0,"pass",-0.793748131487519,NA,2,10
1.51629553475602,0,0.38970872759819,"ATL",0,0,"punt",0.000392539892345667,NA,4,3
NA,100,0.620309174060822,"CAR",0,1,"run",0.21199608547613,NA,2,1
NA,100,0.621838629245758,"CAR",0,1,"run",-0.726216056616977,NA,2,7
NA,100,0.585639595985413,"ATL",0,1,"run",-1.32375201070681,NA,2,1
-1.49447954393314,0,0.449107557535172,"ATL",0,0,"field_goal",1.38599666528934,NA,4,5
NA,100,0.469992905855179,"CAR",1,0,"pass",-0.533214899944142,NA,2,11
NA,100,0.583149015903473,"ATL",1,0,"pass",1.12732442526612,NA,2,8
NA,100,0.718238413333893,"ATL",0,1,"run",1.18494469637517,NA,2,3
NA,100,0.151427686214447,"CAR",1,0,"pass",0.683862554375082,NA,2,8
NA,100,0.171261861920357,"CAR",0,1,"run",-0.25582754262723,NA,2,10
-2.15102792675827,0,0.106468319892883,"CAR",0,0,"punt",-0.599911873228848,NA,4,17
NA,100,0.864216029644012,"ATL",0,1,"run",-1.27877285610884,NA,2,20
-1.53833898135438,0,0.861815631389618,"ATL",0,0,"punt",1.3616205600556,NA,4,5
NA,100,0.104753986001015,"CAR",0,1,"run",0.0977106124628335,NA,2,10
0.983908660834244,0,0.0721130669116974,"CAR",0,0,"punt",-0.0491798983421177,NA,4,8
NA,100,0.90710574388504,"ATL",1,0,"pass",1.20686669414863,NA,2,9
NA,100,0.917168736457825,"ATL",1,0,"pass",2.45123876931029,NA,2,7
NA,100,0.959797024726868,"ATL",0,1,"run",1.31135650450597,NA,2,3
NA,100,0.0164988338947296,"CAR",1,0,"pass",-0.674921589437872,NA,2,10
-0.0492825285387369,0,0.0110989296808839,"CAR",0,0,"punt",1.04851111071184,NA,4,22
NA,100,0.998211979866028,"ATL",0,1,"run",-0.483401643345132,NA,2,9
-0.163434071687463,0,0.998110771179199,"ATL",0,0,"punt",-0.812159766326658,NA,4,6
NA,100,0.0037560488563031,"CAR",1,0,"pass",0.981398472911678,NA,2,10
NA,100,0.00570920296013355,"CAR",0,1,"run",0.112332940276247,NA,2,1
NA,100,0.00401728181168437,"CAR",1,0,"no_play",0.403131242375821,NA,2,10
NA,100,0.00282352301292121,"CAR",1,0,"pass",-0.511187748867087,NA,2,5
NA,100,0.00213695201091468,"CAR",1,0,"no_play",-1.23110226844437,NA,2,10
NA,100,0.00210430682636797,"CAR",0,1,"run",0.00854979990981519,NA,2,20
0.0454643716908561,100,0.00101010932121426,"CAR",1,0,"run",-1.53729738912079,NA,4,15
NA,100,0.430587470531464,"CIN",1,0,"pass",-0.663846430368721,NA,2,10
NA,100,0.461846560239792,"CIN",0,1,"run",-0.265311798313633,NA,2,10
1.84577498853301,0,0.393622398376465,"CIN",0,0,"punt",-0.061583234462887,NA,4,7
NA,100,0.6029452085495,"CLE",1,0,"pass",-0.772566620260477,NA,2,7
NA,100,0.596679866313934,"CLE",1,0,"pass",-0.0476500606164336,NA,2,17
-4.4812913360881,0,0.552981078624725,"CLE",0,0,"punt",1.18440602580085,NA,4,11
NA,100,0.411310076713562,"CIN",1,0,"pass",0.461534621659666,NA,2,7
1.96805682098696,0,0.371046185493469,"CIN",0,0,"no_play",-0.687096581794322,NA,4,1
-1.19721578891721,0,0.35575744509697,"CIN",0,0,"punt",-0.233524758368731,NA,4,6
NA,100,0.625880420207977,"CLE",1,0,"pass",1.11880348483101,NA,2,10
NA,100,0.645694673061371,"CLE",1,0,"pass",-0.793560185702518,NA,2,4
NA,100,0.707929372787476,"CLE",0,1,"run",-4.56923819461372,NA,2,5
NA,100,0.414966344833374,"CIN",1,0,"pass",-0.714465575758368,NA,2,7
2.26280147729889,0,0.377262502908707,"CIN",0,0,"punt",-1.02258006064221,NA,4,1
NA,100,0.641541481018066,"CLE",0,1,"run",0.315827371319756,NA,2,3
NA,100,0.693718016147614,"CLE",1,0,"pass",-0.621332369162701,NA,2,8
-2.6866605947063,0,0.64255279302597,"CLE",0,0,"field_goal",0.858124479685412,NA,4,10
NA,100,0.31513899564743,"CIN",1,0,"pass",-0.714983306825161,NA,2,10
-1.12172547530004,0,0.265414118766785,"CIN",0,0,"punt",-0.35240038856864,NA,4,8
NA,100,0.731612682342529,"CLE",1,0,"pass",-0.855693561024964,NA,2,11
-4.26769630758042,0,0.676122784614563,"CLE",0,0,"punt",-0.109232002869248,NA,4,11
NA,100,0.403651356697083,"CIN",0,1,"run",0.189336767187342,NA,2,8
5.02681898725265,0,0.365799695253372,"CIN",0,0,"punt",-1.45458105974831,NA,4,3
NA,100,0.73419851064682,"CLE",0,1,"run",-0.220199546776712,NA,2,1
NA,100,0.751790106296539,"CLE",1,0,"pass",-0.648986995220184,NA,2,2
2.39058877390206,0,0.716457605361938,"CLE",0,0,"no_play",-0.772067336831242,NA,4,1
-2.75057338083515,0,0.701177775859833,"CLE",0,0,"punt",0.969585183309391,NA,4,6
NA,100,0.291707098484039,"CIN",1,0,"pass",0.581257928395644,NA,2,8
2.62908277657223,0,0.285021066665649,"CIN",0,0,"punt",-0.10149445431307,NA,4,1
NA,100,0.749964594841003,"CLE",0,1,"run",-0.40381616842933,NA,2,9
-3.03291630061328,0,0.696223020553589,"CLE",0,0,"punt",-0.507556879892945,NA,4,9
NA,100,0.329122841358185,"CIN",1,0,"no_play",-0.535909008700401,NA,2,7
NA,100,0.297521233558655,"CIN",1,0,"pass",-0.0639659147709608,NA,2,12
-1.73369786788341,0,0.263362914323807,"CIN",0,0,"punt",-0.559342376189306,NA,4,8
NA,100,0.767858386039734,"CLE",1,0,"pass",-0.57090387144126,NA,2,10
NA,100,0.798975110054016,"CLE",1,0,"pass",0.39681724878028,NA,2,4
NA,100,0.776500284671783,"CLE",0,1,"run",3.14821024221601,NA,2,10
NA,100,0.84244430065155,"CLE",1,0,"pass",-1.45049304887652,NA,2,8
-5.14002417805137,0,0.788626670837402,"CLE",0,0,"punt",-0.670915741240606,NA,4,11
NA,100,0.19941933453083,"CIN",1,0,"pass",-0.904421692946926,NA,2,6
NA,100,0.231294646859169,"CIN",1,0,"pass",-0.708286649314687,NA,2,10
2.85908568792547,0,0.197702512145042,"CIN",0,0,"field_goal",0.800210133614464,NA,4,2
NA,100,0.823233664035797,"CLE",1,0,"pass",-5.53889875719324,NA,2,9
NA,100,0.246187716722488,"CIN",1,0,"pass",0.501816929783672,NA,2,13
NA,100,0.269160062074661,"CIN",0,1,"run",0.169076438993216,NA,2,10
2.20789052102197,0,0.232091546058655,"CIN",0,0,"field_goal",-3.62919869856291,NA,4,4
NA,100,0.837809264659882,"CLE",0,1,"run",1.29160161409527,NA,2,10
NA,100,0.851445078849792,"CLE",0,1,"run",1.48877167864703,NA,2,8
NA,100,0.870808959007263,"CLE",1,0,"pass",-0.666696989675984,NA,2,9
-0.49450050633395,0,0.85896372795105,"CLE",0,0,"field_goal",0.313552436391984,NA,4,5
NA,100,0.129184305667877,"CIN",1,0,"pass",1.25315285986289,NA,2,8
NA,100,0.146760419011116,"CIN",1,0,"pass",-0.81354274135083,NA,2,8
2.14202207026266,0,0.112218409776688,"CIN",0,0,"punt",-1.38619101140648,NA,4,5
NA,100,0.928637504577637,"CLE",0,1,"run",-0.364244468626566,NA,2,7
-1.88549414013955,0,0.919113039970398,"CLE",0,0,"field_goal",0.951055189224886,NA,4,3
NA,100,0.0406397879123688,"CIN",1,0,"pass",-0.711668094154447,NA,2,10
1.12435564915108,100,0.0323709398508072,"CIN",1,0,"pass",-3.89701585035073,NA,4,4
NA,100,0.982619404792786,"CLE",1,0,"pass",1.3310991654289,NA,2,3
NA,100,0.00213216640986502,"CIN",1,0,"pass",-0.719030098989606,NA,2,4
0.0523065522157904,0,0.0015840515261516,"CIN",0,0,"punt",-0.0948389335535467,NA,4,5
NA,100,0.999353110790253,"CLE",0,1,"run",-0.57934887567535,NA,2,8
-0.0390156310928313,0,0.99891459941864,"CLE",0,0,"punt",-0.325604751240462,NA,4,8
NA,100,0.000877829559613019,"CIN",0,1,"run",-0.589768435806036,NA,2,9
0.00571702640181451,0,0.00083724589785561,"CIN",0,0,"punt",0.170124859083444,NA,4,8
NA,100,0.999342024326324,"CLE",0,1,"run",-0.212267973460257,NA,2,9
NA,100,0.99959796667099,"CLE",0,1,"run",-0.645662430208176,NA,2,8
-0.0560558677532463,0,0.999508857727051,"CLE",0,0,"punt",0.179889234597795,NA,4,15
NA,100,0.539531171321869,"NYG",1,0,"run",1.73458093684167,NA,2,5
NA,100,0.566531538963318,"NYG",0,1,"run",0.531084854854271,NA,2,10
NA,100,0.638573229312897,"NYG",1,0,"run",0.727832262753509,NA,2,4
NA,100,0.638673841953278,"NYG",1,0,"run",0.382410775811877,NA,2,10
-3.16589685698493,0,0.542545795440674,"NYG",0,0,"field_goal",-8.8848356983653,NA,4,21
NA,100,0.319618880748749,"NYG",1,0,"pass",-0.820297335740179,NA,2,10
-2.61690291399969,0,0.249676942825317,"NYG",0,0,"punt",1.0977055572439,NA,4,20
NA,100,0.720708668231964,"DAL",0,1,"run",0.00256850756704807,NA,2,8
NA,100,0.815689325332642,"DAL",0,1,"run",0.300866981036961,NA,2,1
NA,100,0.810233235359192,"DAL",1,0,"pass",-0.0465049888007343,NA,2,6
1.11770784675104,0,0.809205293655396,"DAL",0,0,"field_goal",0.0350022954335509,NA,4,2
NA,100,0.234237894415855,"NYG",1,0,"pass",-0.829647037666291,NA,2,19
NA,100,0.132332608103752,"NYG",0,1,"run",-0.271498414222151,NA,2,5
0.0249844287477805,0,0.108891531825066,"NYG",0,0,"punt",0.379100874066353,NA,4,7
NA,100,0.883228540420532,"DAL",1,0,"pass",-0.747434610500932,NA,2,12
NA,100,0.92059588432312,"DAL",0,1,"run",-0.848580578109249,NA,2,10
0.329002751788665,100,0.913943827152252,"DAL",1,0,"pass",3.0755406221142,NA,4,3
NA,100,0.929665803909302,"DAL",0,1,"run",-0.664131382945925,NA,2,8
-0.0340341368139097,0,0.913606286048889,"DAL",0,0,"field_goal",0.538462191385147,NA,4,8
NA,100,0.964628279209137,"DAL",1,0,"no_play",0.317714848788455,NA,2,4
NA,100,0.965683400630951,"DAL",0,1,"run",0.153403909120243,NA,2,4
NA,100,0.00414753379300237,"NYG",1,0,"no_play",0.735661572078243,NA,2,10
NA,100,0.00461776880547404,"NYG",0,1,"run",-0.0928459067363292,NA,2,4
NA,100,0.00464452803134918,"NYG",1,0,"pass",-0.671436988515779,NA,2,12
0.0573914900625999,100,0.00407964689657092,"NYG",1,0,"pass",3.48192836128874,NA,4,5
NA,100,0.00586941558867693,"NYG",0,1,"run",0.0445221940753981,NA,2,8
NA,100,0.00469350256025791,"NYG",1,0,"pass",-0.510613059508614,NA,2,15
0.152505763016368,0,0.00336114829406142,"NYG",0,0,"field_goal",-3.2357596036033,NA,4,14
NA,100,0.995779514312744,"DAL",1,0,"pass",-0.20833648002008,NA,2,10
-0.0608610710078228,0,0.994346916675568,"DAL",0,0,"punt",-0.216272250865586,NA,4,6
NA,100,0.00279642478562891,"NYG",1,0,"pass",-0.248413170222193,NA,2,10
NA,100,0.996609687805176,"DAL",0,1,"run",-0.49591434490867,NA,2,3
NA,100,0.997368931770325,"DAL",1,0,"pass",-0.617617974989116,NA,2,6
NA,100,0.99760913848877,"DAL",0,1,"run",0.890074254421052,NA,2,1
NA,100,0.0019725919701159,"NYG",0,1,"run",-1.21315571852028,NA,2,1
0.0143057156615096,100,0.00111378123983741,"NYG",1,0,"pass",2.7903533980716,NA,4,3
NA,100,0.00134698371402919,"NYG",1,0,"pass",-0.761677757371217,NA,2,14
-0.0104909058488902,0,0.000663556973449886,"NYG",0,0,"punt",-0.650457153096795,NA,4,15
NA,100,0.999388098716736,"DAL",1,0,"no_play",0.797178782755509,NA,2,7
NA,100,0.999395966529846,"DAL",1,0,"pass",-0.901368719991297,NA,2,5
-0.0212064164844317,0,0.99919992685318,"DAL",0,0,"punt",-0.0907920533791184,NA,4,10
NA,100,0.00053310178918764,"NYG",1,0,"pass",-0.825731883523986,NA,2,9
0.0105198865416054,100,0.000352676084730774,"NYG",0,1,"run",2.10524961561896,NA,4,1
NA,100,0.000215634194319136,"NYG",1,0,"pass",-0.837632305221632,NA,2,8
0.00132482426218056,100,0.000152046224684455,"NYG",1,0,"pass",-2.41571052116342,NA,4,8
NA,100,0.999813139438629,"DAL",1,0,"pass",-0.706535500066821,NA,2,7
NA,100,0.999817788600922,"DAL",1,0,"pass",-0.841354902891908,NA,2,7
NA,100,0.999835610389709,"DAL",0,1,"run",-0.432717425283045,NA,2,5
-0.00382642177573222,0,0.999802529811859,"DAL",0,0,"punt",-0.0866731000132859,NA,4,8
NA,100,0.000103913058410399,"NYG",1,0,"pass",0.766815470065922,NA,2,9
NA,100,8.49829157232307e-05,"NYG",1,0,"pass",-0.362413335591555,NA,2,5
NA,100,8.90339651959948e-05,"NYG",1,0,"no_play",0.274781832704321,NA,2,19
NA,100,8.90339651959948e-05,"NYG",1,0,"pass",-0.930148817365989,NA,2,14
-0.0034525273842522,100,6.48966451990418e-05,"NYG",1,0,"pass",-2.30021950422088,NA,4,14
NA,100,0.999821245670319,"DAL",0,1,"run",-0.0492489641183056,NA,2,10
0.00200119353801487,100,0.999902844429016,"DAL",1,0,"pass",-2.6016539724078,NA,4,4
NA,100,6.20486025582068e-05,"NYG",1,0,"pass",-0.38588896341389,NA,2,11
NA,100,0.434231877326965,"DET",1,0,"pass",-0.813447904773057,NA,2,3
1.16186781590725,0,0.389379411935806,"DET",0,0,"punt",0.687090061139315,NA,4,3
NA,100,0.603452503681183,"KC",0,1,"run",-0.178466622252017,NA,2,5
NA,100,0.630800127983093,"KC",1,0,"pass",-0.885944316163659,NA,2,5
1.13119714259754,0,0.589324057102203,"KC",0,0,"punt",0.523511227685958,NA,4,3
NA,100,0.405409634113312,"DET",1,0,"pass",-0.695876474492252,NA,2,7
1.6095259263688,100,0.366918236017227,"DET",0,1,"run",2.52882929053158,NA,4,2
NA,100,0.413484990596771,"DET",1,0,"pass",1.54456211533397,NA,2,9
NA,100,0.494085192680359,"DET",0,1,"run",1.59518460428808,NA,2,6
NA,100,0.556113004684448,"DET",0,1,"run",0.628561752790119,NA,2,5
NA,100,0.582179248332977,"DET",0,1,"run",-0.747076880477834,NA,2,6
NA,100,0.363271266222,"KC",1,0,"pass",-0.741475806105882,NA,2,8
NA,100,0.406194478273392,"KC",0,1,"run",-0.875384495127946,NA,2,6
NA,100,0.413669884204865,"KC",1,0,"pass",1.27913311403245,NA,2,5
